fecha	banda	reflec
2017-01-27	B01	0.14221
2017-01-27	B11	0.020730000000000002
2017-01-27	B12	0.013105
2017-01-27	B02	0.131825
2017-01-27	B03	0.14784
2017-01-27	B04	0.19378499999999999
2017-01-27	B05	0.2014
2017-01-27	B06	0.1867
2017-01-27	B07	0.20645
2017-01-27	B08	0.1792
2017-01-27	B8A	0.175835
2017-02-06	B01	0.132635
2017-02-06	B11	0.01857
2017-02-06	B12	0.011984999999999999
2017-02-06	B02	0.12220999999999999
2017-02-06	B03	0.137825
2017-02-06	B04	0.174085
2017-02-06	B05	0.17301499999999997
2017-02-06	B06	0.141545
2017-02-06	B07	0.157095
2017-02-06	B08	0.1279
2017-02-06	B8A	0.12150999999999999
2017-02-16	B01	0.129275
2017-02-16	B11	0.016225
2017-02-16	B12	0.008805
2017-02-16	B02	0.11936
2017-02-16	B03	0.13400499999999999
2017-02-16	B04	0.16733
2017-02-16	B05	0.159305
2017-02-16	B06	0.1271
2017-02-16	B07	0.14399
2017-02-16	B08	0.112455
2017-02-16	B8A	0.10928
2017-03-08	B01	0.13915
2017-03-08	B11	0.02394
2017-03-08	B12	0.01511
2017-03-08	B02	0.131955
2017-03-08	B03	0.14762
2017-03-08	B04	0.18950999999999998
2017-03-08	B05	0.18414
2017-03-08	B06	0.173995
2017-03-08	B07	0.19743
2017-03-08	B08	0.16000999999999999
2017-03-08	B8A	0.17002
2017-03-28	B01	0.13758499999999999
2017-03-28	B11	0.01747
2017-03-28	B12	0.009675
2017-03-28	B02	0.130855
2017-03-28	B03	0.146145
2017-03-28	B04	0.18999000000000002
2017-03-28	B05	0.18913
2017-03-28	B06	0.176295
2017-03-28	B07	0.197025
2017-03-28	B08	0.164325
2017-03-28	B8A	0.16637000000000002
2017-04-17	B01	0.17349
2017-04-17	B11	0.070175
2017-04-17	B12	0.059555
2017-04-17	B02	0.157255
2017-04-17	B03	0.1705
2017-04-17	B04	0.214725
2017-04-17	B05	0.21393500000000004
2017-04-17	B06	0.20795
2017-04-17	B07	0.23563500000000004
2017-04-17	B08	0.19525499999999998
2017-04-17	B8A	0.20986
2017-07-21	B01	0.13096
2017-07-21	B11	0.01523
2017-07-21	B12	0.007984999999999999
2017-07-21	B02	0.101355
2017-07-21	B03	0.08114
2017-07-21	B04	0.080595
2017-07-21	B05	0.07956
2017-07-21	B06	0.058655
2017-07-21	B07	0.06014499999999999
2017-07-21	B08	0.04973
2017-07-21	B8A	0.04376
2017-07-26	B01	0.133345
2017-07-26	B11	0.021519999999999997
2017-07-26	B12	0.013855000000000001
2017-07-26	B02	0.10477
2017-07-26	B03	0.08607000000000001
2017-07-26	B04	0.08622
2017-07-26	B05	0.08219499999999999
2017-07-26	B06	0.063325
2017-07-26	B07	0.06677999999999999
2017-07-26	B08	0.05467999999999999
2017-07-26	B8A	0.053154999999999994
2017-08-10	B01	0.158175
2017-08-10	B11	0.026969999999999997
2017-08-10	B12	0.01542
2017-08-10	B02	0.127375
2017-08-10	B03	0.10693
2017-08-10	B04	0.10023499999999999
2017-08-10	B05	0.093734999999999985
2017-08-10	B06	0.08263499999999999
2017-08-10	B07	0.08916
2017-08-10	B08	0.070445
2017-08-10	B8A	0.07359
2017-08-15	B01	0.117925
2017-08-15	B11	0.016035
2017-08-15	B12	0.01105
2017-08-15	B02	0.0928
2017-08-15	B03	0.08121
2017-08-15	B04	0.084625
2017-08-15	B05	0.079455
2017-08-15	B06	0.049839999999999995
2017-08-15	B07	0.051594999999999995
2017-08-15	B08	0.04315
2017-08-15	B8A	0.039565
2017-09-19	B01	0.12322000000000001
2017-09-19	B11	0.020295
2017-09-19	B12	0.01142
2017-09-19	B02	0.098435
2017-09-19	B03	0.089795
2017-09-19	B04	0.08426499999999999
2017-09-19	B05	0.0775
2017-09-19	B06	0.05769
2017-09-19	B07	0.061654999999999995
2017-09-19	B08	0.05001
2017-09-19	B8A	0.048355
2017-11-18	B01	0.144405
2017-11-18	B11	0.08459
2017-11-18	B12	0.063535
2017-11-18	B02	0.13103499999999998
2017-11-18	B03	0.12836499999999998
2017-11-18	B04	0.13522
2017-11-18	B05	0.1333
2017-11-18	B06	0.12250499999999999
2017-11-18	B07	0.132685
2017-11-18	B08	0.117905
2017-11-18	B8A	0.12475499999999999
2017-11-28	B01	0.136875
2017-11-28	B11	0.059410000000000004
2017-11-28	B12	0.0468
2017-11-28	B02	0.120045
2017-11-28	B03	0.118525
2017-11-28	B04	0.12425499999999999
2017-11-28	B05	0.11806499999999999
2017-11-28	B06	0.09393499999999999
2017-11-28	B07	0.10065
2017-11-28	B08	0.08079499999999999
2017-11-28	B8A	0.089055
2017-12-08	B01	0.11952
2017-12-08	B11	0.02016
2017-12-08	B12	0.013730000000000001
2017-12-08	B02	0.09788499999999999
2017-12-08	B03	0.09464499999999999
2017-12-08	B04	0.096775
2017-12-08	B05	0.08784
2017-12-08	B06	0.058875
2017-12-08	B07	0.063475
2017-12-08	B08	0.049635000000000006
2017-12-08	B8A	0.04721
2017-12-13	B01	0.140585
2017-12-13	B11	0.062425
2017-12-13	B12	0.04868
2017-12-13	B02	0.131885
2017-12-13	B03	0.13013
2017-12-13	B04	0.136095
2017-12-13	B05	0.12688
2017-12-13	B06	0.09917999999999999
2017-12-13	B07	0.104075
2017-12-13	B08	0.093225
2017-12-13	B8A	0.093065
2017-12-18	B01	0.13061499999999998
2017-12-18	B11	0.035605
2017-12-18	B12	0.024005000000000002
2017-12-18	B02	0.11507
2017-12-18	B03	0.12172000000000001
2017-12-18	B04	0.14191499999999999
2017-12-18	B05	0.13354000000000002
2017-12-18	B06	0.095565
2017-12-18	B07	0.105425
2017-12-18	B08	0.084925
2017-12-18	B8A	0.08298
2018-01-02	B01	0.207815
2018-01-02	B11	0.203985
2018-01-02	B12	0.138945
2018-01-02	B02	0.19169
2018-01-02	B03	0.201205
2018-01-02	B04	0.221615
2018-01-02	B05	0.23529500000000003
2018-01-02	B06	0.28125
2018-01-02	B07	0.32177
2018-01-02	B08	0.282115
2018-01-02	B8A	0.325535
2018-01-07	B01	0.14697000000000002
2018-01-07	B11	0.05316
2018-01-07	B12	0.039905
2018-01-07	B02	0.139515
2018-01-07	B03	0.154475
2018-01-07	B04	0.197775
2018-01-07	B05	0.200435
2018-01-07	B06	0.176835
2018-01-07	B07	0.19483
2018-01-07	B08	0.16472
2018-01-07	B8A	0.16334500000000002
