fecha	param	valor
2017-02-21	alcalinidad	37.666666666666664
2017-02-21	turbidez	535.6666666666666
2017-02-21	conductividad	190.65
2017-02-22	pH	7.425
2017-02-22	alcalinidad	38.666666666666664
2017-02-22	turbidez	617.5
2017-02-22	conductividad	191.5
2017-02-23	pH	7.428333333333334
2017-02-23	alcalinidad	39
2017-02-23	turbidez	698.3333333333334
2017-02-23	conductividad	179.6
2017-02-24	pH	7.395
2017-02-24	alcalinidad	38
2017-02-24	turbidez	647.8333333333334
2017-02-24	conductividad	179.4
2017-02-25	pH	7.375
2017-02-25	alcalinidad	37.333333333333336
2017-02-25	turbidez	451.1666666666667
2017-02-25	conductividad	179.03333333333333
2017-02-26	pH	7.343333333333334
2017-02-26	alcalinidad	36.333333333333336
2017-02-26	turbidez	346.6666666666667
2017-02-26	conductividad	179.5
2017-02-27	pH	7.355
2017-02-27	alcalinidad	33
2017-02-27	turbidez	312
2017-02-27	conductividad	193.06666666666663
2017-02-28	pH	7.425
2017-02-28	alcalinidad	41
2017-02-28	turbidez	474.3333333333333
2017-02-28	conductividad	214.66666666666663
2017-03-01	pH	7.358333333333333
2017-03-01	alcalinidad	42
2017-03-01	turbidez	683.3333333333334
2017-03-01	conductividad	223.33333333333337
2017-03-02	pH	7.388333333333334
2017-03-02	alcalinidad	44
2017-03-02	turbidez	829.3333333333334
2017-03-02	conductividad	230.75
2017-03-03	pH	7.575
2017-03-03	alcalinidad	44.666666666666664
2017-03-03	turbidez	819.4
2017-03-03	conductividad	204.83333333333337
2017-03-04	pH	7.56
2017-03-04	alcalinidad	45.333333333333336
2017-03-04	turbidez	776.8333333333334
2017-03-04	conductividad	191.15
2017-03-05	pH	7.551666666666667
2017-03-05	alcalinidad	42.333333333333336
2017-03-05	turbidez	725.6666666666666
2017-03-05	conductividad	186.58333333333337
2017-03-06	pH	7.523333333333333
2017-03-06	alcalinidad	42.333333333333336
2017-03-06	turbidez	882.5
2017-03-06	conductividad	192.95
2017-03-07	pH	7.358333333333333
2017-03-07	alcalinidad	43
2017-03-07	turbidez	759
2017-03-07	conductividad	234.73333333333335
2017-03-08	pH	7.443333333333333
2017-03-08	alcalinidad	40.666666666666664
2017-03-08	turbidez	715.8333333333334
2017-03-08	conductividad	211.65
2017-03-09	pH	7.515000000000001
2017-03-09	alcalinidad	41.333333333333336
2017-03-09	turbidez	1067.1666666666667
2017-03-09	conductividad	193.03333333333333
2017-03-10	pH	7.45
2017-03-10	alcalinidad	41
2017-03-10	turbidez	896.5
2017-03-10	conductividad	174.23333333333335
2017-03-11	pH	7.386
2017-03-11	alcalinidad	40.8
2017-03-11	turbidez	737.8
2017-03-11	conductividad	258
2017-03-12	pH	7.43
2017-03-12	alcalinidad	40.666666666666664
2017-03-12	turbidez	777.8333333333334
2017-03-12	conductividad	240.06666666666663
2017-03-13	pH	7.446666666666667
2017-03-13	alcalinidad	41.333333333333336
2017-03-13	turbidez	1017
2017-03-13	conductividad	197.91666666666663
2017-03-14	pH	7.29
2017-03-14	alcalinidad	36
2017-03-14	turbidez	894.1666666666666
2017-03-14	conductividad	187.75
2017-03-15	pH	7.345
2017-03-15	alcalinidad	34.666666666666664
2017-03-15	turbidez	865.1666666666666
2017-03-15	conductividad	184.23333333333335
2017-03-16	pH	7.326666666666666
2017-03-16	alcalinidad	35
2017-03-16	turbidez	799.6666666666666
2017-03-16	conductividad	170.55
2017-03-17	pH	7.351666666666667
2017-03-17	alcalinidad	35
2017-03-17	turbidez	873.4
2017-03-17	conductividad	158.45
2017-03-18	pH	7.408333333333333
2017-03-18	alcalinidad	34.666666666666664
2017-03-18	turbidez	843.5
2017-03-18	conductividad	159.8
2017-03-19	pH	7.43
2017-03-19	alcalinidad	34.666666666666664
2017-03-19	turbidez	882.6666666666666
2017-03-19	conductividad	155.94
2017-03-20	pH	7.401666666666666
2017-03-20	alcalinidad	33.333333333333336
2017-03-20	turbidez	799
2017-03-20	conductividad	157.45
2017-03-21	pH	7.416666666666667
2017-03-21	alcalinidad	33.666666666666664
2017-03-21	turbidez	796.8333333333334
2017-03-21	conductividad	156.86666666666667
2017-03-22	pH	7.466
2017-03-22	alcalinidad	34.4
2017-03-22	turbidez	811.8
2017-03-22	conductividad	161.32
2017-03-23	pH	7.42
2017-03-23	alcalinidad	34.333333333333336
2017-03-23	turbidez	851
2017-03-23	conductividad	169.25
2017-03-24	pH	7.478333333333333
2017-03-24	alcalinidad	35.333333333333336
2017-03-24	turbidez	777.5
2017-03-24	conductividad	165.08333333333334
2017-03-25	pH	7.46
2017-03-25	alcalinidad	35.333333333333336
2017-03-25	turbidez	776.3333333333334
2017-03-25	conductividad	172.96666666666667
2017-03-26	pH	7.458
2017-03-26	alcalinidad	35.6
2017-03-26	turbidez	782.4
2017-03-26	conductividad	190.46
2017-03-27	pH	7.359999999999999
2017-03-27	alcalinidad	39
2017-03-27	turbidez	694.3333333333334
2017-03-27	conductividad	205.51666666666665
2017-03-28	pH	7.415
2017-03-28	alcalinidad	40
2017-03-28	turbidez	614.4
2017-03-28	conductividad	198.88
2017-03-29	pH	7.403333333333333
2017-03-29	alcalinidad	42.666666666666664
2017-03-29	turbidez	790.3333333333334
2017-03-29	conductividad	202.16666666666663
2017-03-30	pH	7.298333333333334
2017-03-30	alcalinidad	42.666666666666664
2017-03-30	turbidez	726.8333333333334
2017-03-30	conductividad	214.25
2017-03-31	pH	7.366666666666667
2017-03-31	alcalinidad	43.333333333333336
2017-03-31	turbidez	734
2017-03-31	conductividad	210.71666666666667
2017-04-01	pH	7.313333333333333
2017-04-01	alcalinidad	42
2017-04-01	turbidez	698.8333333333334
2017-04-01	conductividad	223.71666666666667
2017-04-02	pH	7.303333333333334
2017-04-02	alcalinidad	43
2017-04-02	turbidez	712.1666666666666
2017-04-02	conductividad	252.83333333333337
2017-04-03	pH	7.32
2017-04-03	alcalinidad	40.666666666666664
2017-04-03	turbidez	724.1666666666666
2017-04-03	conductividad	242.16666666666663
2017-04-04	pH	7.261666666666667
2017-04-04	alcalinidad	42
2017-04-04	turbidez	807.6666666666666
2017-04-04	conductividad	235.83333333333337
2017-04-05	pH	7.306666666666667
2017-04-05	alcalinidad	42.666666666666664
2017-04-05	turbidez	925.8333333333334
2017-04-05	conductividad	208
2017-04-06	pH	7.31
2017-04-06	alcalinidad	42.666666666666664
2017-04-06	turbidez	915.1666666666666
2017-04-06	conductividad	220.5
2017-04-07	pH	7.37
2017-04-07	alcalinidad	42.666666666666664
2017-04-07	turbidez	984
2017-04-07	conductividad	201.66666666666663
2017-04-08	pH	7.368333333333333
2017-04-08	alcalinidad	43
2017-04-08	turbidez	855.6666666666666
2017-04-08	conductividad	226.16666666666663
2017-04-09	pH	7.34
2017-04-09	alcalinidad	43
2017-04-09	turbidez	843.6666666666666
2017-04-09	conductividad	229.23333333333335
2017-04-10	pH	7.33
2017-04-10	alcalinidad	33.666666666666664
2017-04-10	turbidez	716.1666666666666
2017-04-10	conductividad	151.375
2017-04-11	pH	7.181666666666667
2017-04-11	alcalinidad	36.666666666666664
2017-04-11	turbidez	575.5
2017-04-11	conductividad	139.25
2017-04-12	pH	7.284
2017-04-12	alcalinidad	39
2017-04-12	turbidez	590.8333333333334
2017-04-12	conductividad	132.75
2017-04-13	pH	7.295
2017-04-13	alcalinidad	38.666666666666664
2017-04-13	turbidez	537.3333333333334
2017-04-13	conductividad	130.53333333333333
2017-04-14	pH	7.276666666666666
2017-04-14	alcalinidad	39
2017-04-14	turbidez	460
2017-04-14	conductividad	133.15
2017-04-15	pH	7.253333333333333
2017-04-15	alcalinidad	37.666666666666664
2017-04-15	turbidez	428.3333333333333
2017-04-15	conductividad	132.03333333333333
2017-04-16	pH	7.279999999999999
2017-04-16	alcalinidad	39
2017-04-16	turbidez	380.5
2017-04-16	conductividad	139.11666666666667
2017-04-17	pH	7.218333333333334
2017-04-17	alcalinidad	38.333333333333336
2017-04-17	turbidez	384.3333333333333
2017-04-17	conductividad	153.96666666666667
2017-04-18	pH	7.27
2017-04-18	alcalinidad	38
2017-04-18	turbidez	360.5
2017-04-18	conductividad	158.35000000000002
2017-04-19	pH	7.211666666666667
2017-04-19	alcalinidad	38.333333333333336
2017-04-19	turbidez	340.3333333333333
2017-04-19	conductividad	157.11666666666667
2017-04-20	pH	7.286
2017-04-20	alcalinidad	38
2017-04-20	turbidez	359.5
2017-04-20	conductividad	140.43333333333334
2017-04-21	pH	7.231666666666667
2017-04-21	alcalinidad	36.666666666666664
2017-04-21	turbidez	338.8333333333333
2017-04-21	conductividad	126.41666666666666
2017-04-22	pH	7.24
2017-04-22	alcalinidad	36.666666666666664
2017-04-22	turbidez	318.3333333333333
2017-04-22	conductividad	122.65
2017-04-23	pH	7.24
2017-04-23	alcalinidad	36
2017-04-23	turbidez	299
2017-04-23	conductividad	121.38333333333333
2017-04-24	pH	7.156666666666666
2017-04-24	alcalinidad	37
2017-04-24	turbidez	279.8333333333333
2017-04-24	conductividad	116.01666666666668
2017-04-25	pH	7.135
2017-04-25	alcalinidad	35.333333333333336
2017-04-25	turbidez	233
2017-04-25	conductividad	112.06666666666666
2017-04-26	pH	7.04
2017-04-26	alcalinidad	29.333333333333332
2017-04-26	turbidez	237.83333333333337
2017-04-26	conductividad	91.86666666666666
2017-04-27	pH	6.9783333333333335
2017-04-27	alcalinidad	30
2017-04-27	turbidez	240.83333333333337
2017-04-27	conductividad	87.56666666666666
2017-04-28	pH	7.001666666666667
2017-04-28	alcalinidad	30
2017-04-28	turbidez	218
2017-04-28	conductividad	91.45
2017-04-29	pH	7.033333333333333
2017-04-29	alcalinidad	30
2017-04-29	turbidez	245.66666666666663
2017-04-29	conductividad	97.41666666666669
2017-04-30	pH	6.958333333333334
2017-04-30	alcalinidad	30
2017-04-30	turbidez	236.5
2017-04-30	conductividad	92.45
2017-05-01	pH	7.0600000000000005
2017-05-01	alcalinidad	30.666666666666668
2017-05-01	turbidez	224.33333333333337
2017-05-01	conductividad	92
2017-05-02	pH	6.975
2017-05-02	alcalinidad	29.333333333333332
2017-05-02	turbidez	169
2017-05-02	conductividad	88.08333333333333
2017-05-03	pH	6.89
2017-05-03	alcalinidad	28.8
2017-05-03	turbidez	162
2017-05-03	conductividad	90.56
2017-05-04	pH	6.859999999999999
2017-05-04	alcalinidad	28.333333333333332
2017-05-04	turbidez	152.16666666666666
2017-05-04	conductividad	92.48333333333332
2017-05-05	pH	6.818333333333333
2017-05-05	alcalinidad	28.666666666666668
2017-05-05	turbidez	155.5
2017-05-05	conductividad	92.58333333333331
2017-05-06	pH	6.8925
2017-05-06	alcalinidad	29
2017-05-06	turbidez	158
2017-05-06	conductividad	90.3
2017-05-07	pH	6.8566666666666665
2017-05-07	alcalinidad	28.666666666666668
2017-05-07	turbidez	160
2017-05-07	conductividad	93.58333333333331
2017-05-08	pH	6.868333333333333
2017-05-08	alcalinidad	28
2017-05-08	turbidez	147.33333333333334
2017-05-08	conductividad	97.91666666666669
2017-05-09	pH	6.915
2017-05-09	alcalinidad	28
2017-05-09	turbidez	133
2017-05-09	conductividad	97.81666666666666
2017-05-10	pH	6.87
2017-05-10	alcalinidad	28
2017-05-10	turbidez	130.16666666666666
2017-05-10	conductividad	98.36666666666667
2017-05-11	pH	6.8933333333333335
2017-05-11	alcalinidad	28.333333333333332
2017-05-11	turbidez	122.05
2017-05-11	conductividad	96.55
2017-05-12	pH	6.858333333333333
2017-05-12	alcalinidad	28
2017-05-12	turbidez	97.71666666666668
2017-05-12	conductividad	96.28333333333332
2017-05-13	pH	6.885
2017-05-13	alcalinidad	28
2017-05-13	turbidez	108.98333333333332
2017-05-13	conductividad	101.1
2017-05-14	pH	6.91
2017-05-14	alcalinidad	28
2017-05-14	turbidez	105.71666666666668
2017-05-14	conductividad	102
2017-05-15	pH	6.901666666666666
2017-05-15	alcalinidad	28
2017-05-15	turbidez	106.11666666666667
2017-05-15	conductividad	96.03333333333332
2017-05-16	pH	6.895
2017-05-16	alcalinidad	28
2017-05-16	turbidez	83.56666666666666
2017-05-16	conductividad	88.5
2017-05-17	pH	6.908333333333333
2017-05-17	alcalinidad	28
2017-05-17	turbidez	88.33333333333333
2017-05-17	conductividad	91.88333333333333
2017-05-18	pH	6.908333333333333
2017-05-18	alcalinidad	28
2017-05-18	turbidez	87.56666666666666
2017-05-18	conductividad	97.85
2017-05-19	pH	6.948333333333333
2017-05-19	alcalinidad	28
2017-05-19	turbidez	87.3
2017-05-19	conductividad	100.15
2017-05-20	pH	6.9816666666666665
2017-05-20	alcalinidad	78
2017-05-20	turbidez	85.21666666666667
2017-05-20	conductividad	95.11666666666666
2017-05-21	pH	7.01
2017-05-21	alcalinidad	28.666666666666668
2017-05-21	turbidez	89.41666666666667
2017-05-21	conductividad	93.7
2017-05-22	pH	6.93
2017-05-22	alcalinidad	29.666666666666668
2017-05-22	turbidez	104.4
2017-05-22	conductividad	95.05
2017-05-23	pH	6.9366666666666665
2017-05-23	alcalinidad	30
2017-05-23	turbidez	95.2
2017-05-23	conductividad	94.63333333333333
2017-05-24	pH	6.943333333333333
2017-05-24	alcalinidad	28.666666666666668
2017-05-24	turbidez	95.48333333333332
2017-05-24	conductividad	95.8
2017-05-25	pH	6.9783333333333335
2017-05-25	alcalinidad	30
2017-05-25	turbidez	97.76666666666668
2017-05-25	conductividad	98.28333333333332
2017-05-26	pH	6.963333333333333
2017-05-26	alcalinidad	30
2017-05-26	turbidez	97.25
2017-05-26	conductividad	95
2017-05-27	pH	6.956666666666667
2017-05-27	alcalinidad	28.666666666666668
2017-05-27	turbidez	94.93333333333334
2017-05-27	conductividad	93.72
2017-05-28	pH	6.941666666666666
2017-05-28	alcalinidad	29.666666666666668
2017-05-28	turbidez	93.28333333333332
2017-05-28	conductividad	NA
2017-05-29	pH	6.91
2017-05-29	alcalinidad	28.666666666666668
2017-05-29	turbidez	89.05
2017-05-29	conductividad	94.08333333333331
2017-05-30	pH	6.886666666666667
2017-05-30	alcalinidad	29.666666666666668
2017-05-30	turbidez	78.58333333333334
2017-05-30	conductividad	91.53333333333332
2017-05-31	pH	6.876666666666667
2017-05-31	alcalinidad	29.333333333333332
2017-05-31	turbidez	84.4
2017-05-31	conductividad	94.58333333333331
2017-06-01	pH	6.898333333333333
2017-06-01	alcalinidad	29.666666666666668
2017-06-01	turbidez	81.53333333333333
2017-06-01	conductividad	94.25
2017-06-02	pH	6.878
2017-06-02	alcalinidad	30
2017-06-02	turbidez	74.1
2017-06-02	conductividad	93.58333333333331
2017-06-03	pH	6.888
2017-06-03	alcalinidad	30
2017-06-03	turbidez	79.18
2017-06-03	conductividad	91.64
2017-06-04	pH	6.741666666666666
2017-06-04	alcalinidad	29.333333333333332
2017-06-04	turbidez	84.03333333333333
2017-06-04	conductividad	89.61666666666667
2017-06-05	pH	6.903333333333333
2017-06-05	alcalinidad	30
2017-06-05	turbidez	65.11666666666666
2017-06-05	conductividad	91.48333333333332
2017-06-06	pH	6.884
2017-06-06	alcalinidad	30
2017-06-06	turbidez	68.45
2017-06-06	conductividad	91.46666666666668
2017-06-07	pH	6.9
2017-06-07	alcalinidad	30
2017-06-07	turbidez	61.95
2017-06-07	conductividad	93.15
2017-06-08	pH	6.9783333333333335
2017-06-08	alcalinidad	31.333333333333332
2017-06-08	turbidez	63.333333333333336
2017-06-08	conductividad	90.31666666666666
2017-06-09	pH	6.99
2017-06-09	alcalinidad	30
2017-06-09	turbidez	67.75
2017-06-09	conductividad	91.5
2017-06-10	pH	6.963333333333334
2017-06-10	alcalinidad	30
2017-06-10	turbidez	73.46666666666667
2017-06-10	conductividad	95.425
2017-06-11	pH	6.96
2017-06-11	alcalinidad	30
2017-06-11	turbidez	64.53333333333333
2017-06-11	conductividad	NA
2017-06-12	pH	6.9383333333333335
2017-06-12	alcalinidad	30
2017-06-12	turbidez	64.85
2017-06-12	conductividad	90.98333333333332
2017-06-13	pH	6.918
2017-06-13	alcalinidad	30
2017-06-13	turbidez	47.1
2017-06-13	conductividad	91.76666666666668
2017-06-14	pH	6.924
2017-06-14	alcalinidad	30
2017-06-14	turbidez	45.12
2017-06-14	conductividad	94.12
2017-06-15	pH	6.948
2017-06-15	alcalinidad	30
2017-06-15	turbidez	46.24
2017-06-15	conductividad	95.12
2017-06-16	pH	6.941666666666666
2017-06-16	alcalinidad	30
2017-06-16	turbidez	44.3
2017-06-16	conductividad	100.83333333333331
2017-06-17	pH	6.951666666666667
2017-06-17	alcalinidad	30
2017-06-17	turbidez	46.5
2017-06-17	conductividad	99.61666666666667
2017-06-18	pH	6.98
2017-06-18	alcalinidad	30
2017-06-18	turbidez	50.666666666666664
2017-06-18	conductividad	98.7
2017-06-19	pH	6.98
2017-06-19	alcalinidad	30.333333333333332
2017-06-19	turbidez	46.916666666666664
2017-06-19	conductividad	90.76666666666668
2017-06-20	pH	6.9366666666666665
2017-06-20	alcalinidad	30
2017-06-20	turbidez	54.2
2017-06-20	conductividad	90.1
2017-06-21	pH	6.9350000000000005
2017-06-21	alcalinidad	30
2017-06-21	turbidez	44.18333333333333
2017-06-21	conductividad	94
2017-06-22	pH	6.934
2017-06-22	alcalinidad	30
2017-06-22	turbidez	44.8
2017-06-22	conductividad	89.62
2017-06-23	pH	6.93
2017-06-23	alcalinidad	30
2017-06-23	turbidez	48.4
2017-06-23	conductividad	101.91666666666669
2017-06-24	pH	6.9366666666666665
2017-06-24	alcalinidad	30
2017-06-24	turbidez	49.233333333333334
2017-06-24	conductividad	107.66666666666669
2017-06-25	pH	6.943333333333333
2017-06-25	alcalinidad	30
2017-06-25	turbidez	46.71666666666667
2017-06-25	conductividad	107.7
2017-06-26	pH	6.95
2017-06-26	alcalinidad	30
2017-06-26	turbidez	47.35
2017-06-26	conductividad	104.88333333333334
2017-06-27	pH	6.963333333333333
2017-06-27	alcalinidad	32
2017-06-27	turbidez	50.81666666666666
2017-06-27	conductividad	106.1
2017-06-28	pH	6.951666666666666
2017-06-28	alcalinidad	31.333333333333332
2017-06-28	turbidez	48.983333333333334
2017-06-28	conductividad	106.71666666666668
2017-06-29	pH	6.9366666666666665
2017-06-29	alcalinidad	30.333333333333332
2017-06-29	turbidez	49.5
2017-06-29	conductividad	106.98333333333332
2017-06-30	pH	6.976666666666667
2017-06-30	alcalinidad	30.666666666666668
2017-06-30	turbidez	46.43333333333334
2017-06-30	conductividad	107.36666666666667
2017-07-01	pH	6.776666666666666
2017-07-01	alcalinidad	30
2017-07-01	turbidez	49.6
2017-07-01	conductividad	107.28333333333332
2017-07-02	pH	6.945
2017-07-02	alcalinidad	30
2017-07-02	turbidez	50.583333333333336
2017-07-02	conductividad	107.7
2017-07-03	pH	6.966666666666667
2017-07-03	alcalinidad	30
2017-07-03	turbidez	46.38333333333333
2017-07-03	conductividad	100.75
2017-07-04	pH	6.996666666666666
2017-07-04	alcalinidad	30
2017-07-04	turbidez	50.55
2017-07-04	conductividad	98.38333333333333
2017-07-05	pH	6.961666666666667
2017-07-05	alcalinidad	30
2017-07-05	turbidez	49.583333333333336
2017-07-05	conductividad	97.53333333333332
2017-07-06	pH	6.968333333333334
2017-07-06	alcalinidad	30
2017-07-06	turbidez	47.86666666666667
2017-07-06	conductividad	100.01666666666668
2017-07-07	pH	6.820666666666667
2017-07-07	alcalinidad	32.333333333333336
2017-07-07	turbidez	51.03333333333333
2017-07-07	conductividad	113.11666666666667
2017-07-08	pH	6.83
2017-07-08	alcalinidad	33.333333333333336
2017-07-08	turbidez	52.28333333333333
2017-07-08	conductividad	132.28333333333333
2017-07-09	pH	7.01
2017-07-09	alcalinidad	34.333333333333336
2017-07-09	turbidez	55.1
2017-07-09	conductividad	125.93333333333334
2017-07-10	pH	6.916666666666666
2017-07-10	alcalinidad	34.333333333333336
2017-07-10	turbidez	50.083333333333336
2017-07-10	conductividad	126.48333333333332
2017-07-11	pH	6.966666666666667
2017-07-11	alcalinidad	35.333333333333336
2017-07-11	turbidez	52.916666666666664
2017-07-11	conductividad	133.1
2017-07-12	pH	7.048
2017-07-12	alcalinidad	36.8
2017-07-12	turbidez	56.6
2017-07-12	conductividad	140.54000000000002
2017-07-13	pH	7.043333333333333
2017-07-13	alcalinidad	37.333333333333336
2017-07-13	turbidez	55.08333333333333
2017-07-13	conductividad	152.05
2017-07-14	pH	7.031666666666666
2017-07-14	alcalinidad	37.666666666666664
2017-07-14	turbidez	57.733333333333334
2017-07-14	conductividad	146.91666666666666
2017-07-15	pH	7.091666666666667
2017-07-15	alcalinidad	37.666666666666664
2017-07-15	turbidez	55.05833333333334
2017-07-15	conductividad	153.61666666666667
